"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"Age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio.";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTimes60.89DaysPastDueNotWorse";"NumberOfDependents"
"14896";0;0.726629052;34;1;0.328459289;6496;7;0;1;0;3
"139075";0;0.068841814;79;0;0.071741032;8000;11;0;1;0;1
"44281";0;0.028062567;32;0;39;0;5;0;0;0;0
"145819";0;0.134711898;54;1;0.285340909;8799;10;1;2;0;2
"115543";0;0.9999999;33;1;0.157971316;4810;4;0;0;0;3
"24094";0;0.009999355;43;0;0.061971023;6970;4;0;0;0;1
"114274";0;0.418826156;30;0;0.338341092;4725;12;0;0;0;1
"90189";0;0.919188528;46;0;0.342107948;9800;9;0;1;0;1
"123347";0;0.949584254;46;0;0.26220455;13580;12;0;2;0;0
"141379";0;0.02890447;62;0;0.004142265;7000;7;0;0;0;0
"69908";0;0.182199643;46;0;0.302671047;7000;11;0;2;0;2
"59091";0;0.442170522;45;0;0.254135612;5500;4;0;1;0;0
"75951";0;0.07679647;61;0;0.320722383;7585;11;0;2;0;0
"120648";0;0.031042726;64;0;0.098185699;11243;8;0;2;0;0
"96472";0;0.223669408;53;0;0.242993605;12666;5;0;1;0;0
"18505";0;0.773845231;58;0;0.095431536;16000;11;0;1;0;1
"49770";1;0.145817572;45;0;0.325558147;3000;9;0;1;0;0
"49549";0;0.06451436;61;0;0.233953209;5000;7;0;1;0;0
"119695";0;0.179213857;23;0;0.008602151;929;1;0;0;0;0
"60494";0;0.9999999;41;0;0.075602509;6057;2;0;0;0;1
"38037";1;0.011421162;35;0;0.947804176;8333;12;0;5;0;3
"145350";0;0.453769749;56;1;0.287221184;9100;10;0;3;0;1
"22745";0;0.092651973;62;0;0.222927807;2991;13;0;0;0;0
"108148";0;0.03939606;64;0;0.199659119;4106;6;0;1;0;0
"10305";0;0.443636212;54;0;0.461967122;10766;13;0;3;0;2
"57433";1;1.001999334;31;2;0.451774113;2000;6;0;0;0;0
"15779";0;0.080222994;65;0;0.206428955;20500;10;0;2;0;0
"10480";0;0.986716183;36;0;0.572856391;1900;5;0;0;0;0
"113833";0;0.3197367;53;1;0.250237869;2101;8;0;1;0;0
"4494";0;0.340615941;41;0;0.317636405;8833;6;0;2;0;2
"130396";0;0.017165286;45;0;0.176637168;8474;11;0;1;0;0
"13338";0;0.075380136;64;0;0.760387379;3200;11;0;2;0;0
"71156";0;0.134260522;70;0;0.395189003;2036;4;0;1;0;0
"65734";1;0.863408102;52;3;0.487504057;3080;9;1;1;2;1
"99908";0;0.36310444;55;0;0.211473566;8000;13;0;1;0;0
"84488";0;0.568922561;76;0;0.291884274;12062;18;0;3;0;0
"83007";0;0.004332852;43;0;0.828982068;7583;9;0;2;0;2
"83727";0;0.842817819;33;1;0.457031939;5666;10;0;1;0;0
"124991";0;0.294072158;70;0;0.80131799;10166;10;0;2;0;0
"69047";1;0.360215424;47;0;0.420969931;14000;14;0;3;0;2
"99914";0;0.062837487;65;0;0.393318147;5267;10;0;1;0;0
"36618";0;0.623976173;27;2;0.165219679;3800;4;0;0;0;1
"111580";1;0.698784229;49;1;0.610853267;2800;8;0;1;0;2
"64957";0;0.042677047;62;0;0.233052944;8083;7;0;1;0;0
"136525";0;0.228923271;65;0;0.063526053;1400;5;0;0;0;0
"77047";0;0.82888529;60;2;0.379244958;5800;10;0;2;1;0
"107209";0;0.063998951;63;0;0.140147024;4216;7;0;1;0;1
"122691";0;0.975195342;57;0;1.363782051;4367;8;1;2;0;1
"445";0;0.319190816;49;0;0.358153388;9400;18;0;2;0;0
"105351";1;0.826293427;42;1;0.10996858;3500;4;0;0;0;0
"1837";0;0.9999999;42;0;0.082983403;5000;1;1;0;0;2
"95639";0;0.9999999;25;1;0;1400;1;0;0;1;0
"94694";1;0.999933985;50;2;0.130727917;8750;2;3;1;1;3
"7190";0;0.058070616;49;0;0.008702092;5400;2;0;0;0;0
"40883";0;0.679066461;69;0;0.364190981;7539;13;0;1;0;0
"48549";0;0.291374524;29;0;0.170610506;4225;8;0;0;0;1
"43964";0;0.527365703;46;0;0.436914775;6300;9;0;2;0;2
"78652";0;0.289020911;53;0;0.357100345;8400;11;0;1;0;0
"25698";0;0.104611361;56;0;0.251474853;10000;8;1;2;0;5
"85564";0;0.531470529;60;0;0.320516317;11000;7;0;2;0;0
"59285";0;0.490930125;63;0;0.427523344;4497;13;0;1;0;0
"105948";0;1.426533524;33;1;0.015417331;1880;2;0;0;1;0
"57381";0;0.633991137;53;0;0.60941116;11666;17;0;3;0;0
"91242";0;0.076646168;50;0;0.414258574;10000;4;0;2;0;2
"32853";0;0.014969971;41;0;0.349224124;6250;11;0;1;0;0
"103723";0;0.375177895;35;0;0.344194801;8500;8;0;2;0;2
"148796";0;0.03196347;75;0;0.311672082;4000;9;0;1;0;0
"19923";0;0.000109647;48;0;0.25330033;3635;6;0;1;0;1
"117837";0;0.11045178;63;0;0.311815713;11416;20;0;1;1;1
"66419";0;0.707838658;43;0;0.40402096;9350;7;0;1;1;2
"74590";0;0.670289226;50;0;1.520386717;2378;7;0;2;0;2
"45764";0;0.39666116;32;2;0.106986627;8000;9;1;0;0;0
"36743";0;0.891204453;50;2;0.176695146;5500;11;0;0;0;3
"120392";0;0.13460975;60;0;0.33095863;8000;18;0;2;0;2
"84132";0;0.003050207;61;0;0.255265929;7595;15;0;2;0;0
"21819";0;0.177898702;47;0;0.080085349;7029;4;0;0;0;1
"86170";1;0.876448126;26;6;0.293794995;2916;9;0;0;0;1
"107096";1;0.9999999;49;2;0.3123069;3883;4;1;0;4;2
"90239";0;0.71716213;34;0;0.584377499;3750;7;0;1;0;2
"123756";0;0.022199939;50;0;0.506823431;4762;7;0;2;0;3
"28209";0;0.008965839;66;0;0.037214886;5830;10;0;0;0;1
"122317";0;0;50;0;0.234529497;9000;7;0;1;0;3
"115038";0;0;22;0;0.700996678;300;4;0;0;0;0
"68252";0;0.005462248;78;0;0.261866667;3749;14;0;1;0;0
"103755";1;0.9999999;36;0;0;3000;0;0;0;0;0
"45902";0;0;49;0;1.377950311;3219;10;0;2;0;2
"67531";0;0.303839438;63;0;0.152729786;15916;7;0;2;0;1
"77038";0;0.194669681;59;2;0.225254949;6667;16;0;1;0;0
"31219";0;1.02456087;46;2;0.211413748;4625;9;0;0;0;1
"45480";0;0.183160561;49;0;0.294731351;5750;6;0;2;0;0
"127629";0;0.001501733;72;0;0.078361982;3955;11;0;0;0;0
"42530";0;0.9999999;73;0;0;385;0;0;0;0;0
"63326";0;0.055012241;63;0;0.10295408;13675;8;0;0;0;0
"30336";0;0.156416872;38;0;0.384863867;4333;10;0;2;0;1
"33678";0;0.080196035;65;0;0.218725719;2573;4;0;1;0;0
"25849";0;0.445140648;26;0;0.077444501;5900;5;0;0;0;0
"5852";0;0.001935421;86;0;0.000488759;2045;1;0;0;0;0
"86201";0;0.041746521;52;0;0.072385523;5000;3;0;0;0;3
"5000";0;0.100263752;43;0;0.458429266;3908;23;0;0;0;0
"30976";0;0.9999999;26;0;0.155986725;3916;8;0;0;0;0
"33006";0;0.090383741;30;0;0.320895522;6833;5;0;2;0;0
"45089";0;0.882235529;24;0;0.064676617;200;1;0;0;0;0
"46625";0;0.522384963;32;0;1.027948403;3255;15;0;1;0;0
"67111";0;0.136386361;29;0;0.174165167;5000;5;0;0;0;0
"6081";0;0.963444791;49;0;0.470263883;2538;4;0;2;0;1
"143946";0;0.006483401;62;0;0.169885305;10200;10;0;2;0;0
"124206";0;0.114283081;56;0;0.473243192;5250;10;0;2;0;1
"107874";0;0.873563218;39;0;0.641274986;1850;8;0;0;0;2
"37432";0;0.9999999;33;0;3630;0;6;0;2;0;1
"67497";0;0.101220735;41;0;0.39627629;8700;17;0;1;0;2
"53476";0;0.079092949;56;0;0.826639112;30000;9;0;5;0;0
"43747";0;0.021439071;42;0;0.305352113;3549;11;0;2;0;0
"96681";0;0.441186271;39;0;0.200622084;4500;5;0;1;0;1
"108531";0;0;39;0;0.006856359;5833;4;0;0;0;2
"46629";0;0.371409356;39;0;0.119235096;8000;5;0;0;0;0
"18827";1;0.890246612;47;0;0.220945502;18275;7;0;3;0;0
"69686";0;0.554072296;45;0;0.6199858;5633;5;0;1;0;4
"72226";0;0.313743661;60;1;0.579612964;17000;14;0;1;1;1
"46628";1;0;47;0;0.493923951;5101;4;0;2;2;3
"116110";0;0.0539363;66;0;0.439121756;500;10;0;1;0;0
"52242";0;0.014028999;40;0;0.250100482;9951;5;0;2;0;3
"135212";0;0.19277747;68;0;0.539525424;7374;10;0;2;0;0
"103269";0;0.289468862;32;0;0.369926015;5000;6;0;2;0;0
"141608";0;0.787046212;44;1;0.056790913;6250;4;1;0;0;0
"123604";0;0.430712637;59;0;0.562224302;7480;10;0;1;0;1
"78279";0;0.254568043;58;0;0.377831108;6666;7;0;2;0;1
"63308";0;0.022147178;57;1;0.336465486;8300;9;0;1;0;0
"146978";0;0.026393814;61;0;0.341205599;10500;9;0;2;0;1
"60495";0;0.285599654;69;0;0.446776612;2000;3;0;1;0;0
"79158";0;0.126106264;68;0;0.210206367;6250;12;0;1;0;0
"40138";0;0.440137656;29;2;0.090780393;5650;4;0;0;0;0
"134214";0;0.005391893;68;0;0.006806028;2056;1;0;0;0;0
"49369";0;0.886186842;63;1;0.405898525;4000;9;0;0;0;1
"81109";0;0.557267805;55;0;0.297925519;4000;12;0;0;0;0
"133086";0;0.368395449;62;0;0.154948351;3000;6;0;0;0;0
"65209";0;0.070184404;64;0;3102;0;14;0;1;0;0
"15776";0;0.435702234;41;1;0.195222784;6530;8;0;0;0;1
"65066";0;0.094897754;71;0;0.792554292;4834;11;0;2;0;0
"15244";0;0;62;0;0.370859213;3863;6;0;1;0;3
"65193";0;0.470843052;27;0;0.097332016;6071;6;0;0;0;3
"123632";0;0.762938338;49;0;0.648922358;3850;10;0;2;0;2
"31776";0;0.003220195;73;0;0.001355702;5900;11;0;0;0;0
"6111";0;0.162738716;35;0;0.354312354;9437;7;0;2;0;1
"37817";0;0.139080204;27;0;182;1;5;0;0;0;0
"117437";0;0.204959533;73;0;0.381687423;5700;10;0;2;0;0
"15321";0;0.9999999;44;0;0.565083638;5200;4;0;2;0;2
"49166";0;0;30;0;0.568573015;1800;3;0;1;0;0
"20633";0;0.9999999;43;2;3041;0;8;0;1;0;5
"137150";0;0.637082651;34;0;0.269273495;4500;5;0;0;0;5
"41639";0;0;73;0;0;3627;2;0;0;0;0
"93763";0;0.181079084;45;0;0.19862411;12500;6;0;2;0;0
"2483";0;0.677963523;65;1;0.938905859;3600;14;0;1;0;1
"123159";0;0.026742942;72;0;0.005664778;3000;1;0;0;0;0
"78021";0;0.181552738;29;0;0.279080102;9000;3;0;1;0;0
"93715";0;0.37155984;33;0;0.356396217;6026;6;0;2;0;2
"39450";0;0.00159996;70;0;0.360329959;8000;5;0;2;0;0
"140882";0;0.24186919;33;0;0.195393169;5035;6;0;0;0;2
"51576";0;0.063316642;77;0;0.020993002;3000;6;0;0;0;1
"92677";0;0.013290803;53;0;0.033632287;445;12;1;0;0;0
"113987";0;0.044150846;66;0;0.215233594;5500;13;0;1;0;1
"61345";0;0.165700742;61;1;0.397802028;12920;24;0;3;0;0
"126531";1;0.9999999;23;0;0.213317619;1696;2;0;0;0;0
"36675";0;0.029815555;74;0;0.010114764;5140;4;0;0;0;0
"35119";0;0.245489024;27;0;0.03409659;10000;6;0;0;0;0
"9703";0;0.034914071;39;0;0.441706838;5600;5;0;2;0;1
"25801";0;0.007749539;89;0;0.004482478;7361;7;0;0;0;0
"4052";0;0.308882799;52;1;0.112865538;14122;10;0;1;2;0
"45368";0;0.875923191;64;0;0.404919016;5000;6;0;1;0;3
"37281";0;0.394468368;71;0;0.179048099;3970;5;0;1;0;1
"95249";0;0.731361165;38;0;0.228304743;3963;6;0;0;2;4
"58165";0;0.023939521;66;1;0.008442568;4500;12;0;0;0;0
"116322";0;0.438237424;60;0;0.324461343;7100;10;0;1;0;1
"83287";0;0.019957697;63;0;0.116181411;3571;4;0;0;0;0
"107714";0;0.134344637;44;0;0.269873013;10000;9;0;2;0;2
"31034";0;0.528942116;28;0;0.469032707;2873;5;0;2;0;0
"53758";0;0.118100321;50;0;0.019779987;9453;6;0;0;0;0
"147038";0;0;71;0;0.26261899;12500;7;0;1;0;1
"112761";0;0.031185031;63;0;0.067639101;8500;9;0;1;0;0
"126823";0;0.014792777;72;0;0.450803213;1991;9;0;2;1;1
"138930";0;0.061787642;26;0;0.363636364;1000;2;0;0;0;0
"101054";0;0.034306209;52;2;0.435753701;22833;15;0;2;0;2
"127928";0;0.019090083;83;0;0.00242915;4939;5;0;0;0;0
"73901";0;0.037938935;54;0;0.376060872;6833;10;0;2;0;0
"92329";0;0.9999999;39;0;0.148161765;10879;7;0;2;0;2
"68659";0;0.295296839;51;1;0.058604651;6449;5;0;0;0;0
"73623";0;0.02104079;52;0;0.168683132;10000;7;0;1;0;1
"129432";0;0.019799275;61;0;688;1;8;0;2;0;0
"113337";0;0.196853543;43;0;0.429874244;20833;8;0;5;0;1
"103221";0;1.003888529;62;1;0.378383191;5615;11;0;1;1;0
"54769";0;0.076771228;40;0;0.463651433;4222;11;0;1;0;1
"32230";0;0.023883697;83;0;0.004892634;3678;5;0;0;0;0
"51836";0;0.116525985;49;0;0.019171405;6154;5;0;0;0;3
"109259";0;0.020866627;71;0;0.072265067;3500;4;0;0;0;0
"37372";0;0.712734805;40;0;0.281934996;10583;5;0;2;0;2
"139666";0;0.336755441;33;0;0.260184152;7167;4;0;1;0;2
"139897";0;0.6356961;59;0;0.252866478;8110;9;0;1;0;0
"102361";0;0.131776655;59;0;0.151182722;8750;9;0;1;0;0
"19355";0;0.02552047;71;0;0.377905524;4000;10;0;1;0;0
"12827";0;0.967950088;54;0;0.328547622;7800;7;0;2;0;0
"111329";0;0.555453974;58;0;0.093331906;9342;5;0;0;0;2
"41673";0;0.048756098;37;0;0.007383479;6500;4;0;0;0;0
"71824";1;0.89647667;38;0;0.311935067;5420;9;0;1;0;2
"58637";0;0.321438591;64;4;0.565317255;13931;20;0;4;0;1
"87618";0;0.017446437;54;0;0.253627232;3583;8;0;1;0;1
"118525";0;0.003844761;43;0;0.279171503;11200;8;0;3;0;5
"10587";0;0.9999999;58;0;0.015440509;1100;0;1;0;0;0
"30004";0;0.430272292;37;2;0.391408998;5400;6;0;1;0;1
"44298";0;0;55;0;0.322343077;8825;4;0;3;0;3
"23658";0;0.102779444;49;0;0.002608242;5750;3;0;0;0;0
"58644";0;0.918871252;48;1;0.141234712;3433;2;3;0;0;1
"125313";0;0.028028173;63;0;0.194248914;6676;8;0;1;0;1
"108005";0;0.053207225;52;0;1275;1;7;0;1;0;2
"112933";0;0.107609367;51;0;0.129929379;16000;10;0;1;0;5
"3310";0;0.120582445;89;1;0.402832743;4800;8;0;1;1;0
"96480";1;0.963080079;59;3;0.60169915;2000;4;1;0;1;0
"72207";0;0.024586096;44;0;0.168590272;7277;14;0;1;0;0
"39671";0;0.363133484;65;0;0.24634009;3551;7;0;1;0;0
"107649";0;0.9999999;41;0;0.007816761;5500;0;0;0;0;0
"89632";0;0.238594588;52;0;0.474254291;6000;15;0;2;0;2
"141525";0;0.548494612;57;0;0.015698155;10892;2;0;0;0;1
"129876";0;0.026733332;82;0;0.011416281;6043;7;0;0;0;0
"83986";0;0.596794994;43;0;0.217956409;5000;6;0;0;0;1
"92517";0;0.019400617;93;0;0.00539892;3333;4;0;0;0;0
"65150";0;0.232969117;52;0;0.108533841;5776;5;0;0;0;1
"46651";0;0.859971334;61;0;0.523055262;2840;5;0;0;0;0
"4543";0;0.418435946;46;3;0.636868064;4865;14;0;1;0;0
"17386";0;0.006608552;72;0;0.00179964;5000;3;0;0;0;0
"124794";0;0.098712271;57;0;0.4623432;20168;6;0;3;0;2
"70022";1;0.044711986;46;0;0.430632121;10883;10;0;2;0;0
"116289";0;0.100370226;47;0;0.013763336;12278;11;0;0;0;3
"98490";0;0.9999999;29;1;0.046306041;4750;1;1;0;0;3
"15325";0;0.183733721;38;0;0.0229977;10000;5;0;0;0;0
"39602";0;0;52;0;0.075855231;6050;7;0;0;0;3
"127789";0;0.042276016;61;0;0.403798101;2000;10;0;1;0;0
"14437";0;0.020215621;75;0;0.018566124;3500;13;0;0;0;0
"42653";0;0.119423867;60;0;0.66136888;3900;15;0;1;0;5
"110825";0;0.922450665;67;0;0.403544649;4400;4;0;2;0;0
"10824";0;0.112575951;45;0;0.537486418;2760;5;0;1;0;0
"118665";0;0.003327537;69;0;0.003330558;1200;10;0;0;0;0
"28270";0;0.018594412;86;0;0.000383327;60000;3;0;0;0;0
"143077";0;0.062498438;57;1;0.038747578;16000;5;0;0;0;3
"2040";0;0.950105123;46;0;0.52499494;4940;5;0;1;0;3
"27260";0;0.010138185;45;0;0.498003328;6009;9;0;4;0;1
"40919";0;0.11980729;44;0;0.586015054;9166;6;0;2;0;1
"21610";0;0.22630232;65;2;0.232137013;9166;18;0;1;0;0
"73335";0;0.405959917;72;0;0.239987369;19000;14;0;1;0;0
"54974";0;0.9999999;22;0;0.545060659;1153;4;0;0;0;0
"121935";0;0.103902045;66;0;0.015614184;13000;6;0;0;0;0
"64172";0;0.162836392;61;0;0.104863171;30000;10;0;2;0;0
"124524";0;0.433919202;58;0;0.288847627;8616;4;0;1;0;2
"68657";0;0.048708376;44;0;0.495504332;6116;13;0;1;0;0
"48760";0;0.186200115;44;1;0.558384317;15200;29;0;4;0;3
"89574";0;0.819588069;73;0;0.755731555;2398;9;0;1;0;0
"6263";0;0.024758279;69;0;0.170365927;5000;10;0;1;0;0
"69923";0;0.216395035;61;2;0.259108806;16000;14;0;1;0;0
"61017";1;0.998001998;30;1;0.73012851;2100;4;0;0;0;6
"50335";0;0.585261354;26;1;0.092044981;2400;4;0;0;0;0
"89630";0;0.071415598;48;0;0.429357064;10000;15;0;2;0;0
"36299";0;0.294896767;47;1;0.329734053;5000;4;0;1;0;3
"121786";0;0.9999999;23;0;0.208704772;1906;3;0;0;0;1
"18341";0;0.103550343;66;1;0.136572685;5000;15;0;0;0;1
"12772";0;0.109567802;53;0;0.190534878;4056;15;0;0;0;2
"79546";0;0.005240192;46;0;0.082295885;20000;8;0;0;0;3
"146430";0;0.548611349;48;0;0.366438927;6000;11;0;1;0;1
"32470";0;0.346384078;45;0;0.37688262;8365;10;0;1;0;2
"117546";0;0.116216534;54;0;0.383524468;11422;12;0;2;0;1
"103311";0;0.479262892;39;0;0.274680785;3210;7;0;0;0;1
"107821";0;1.001303781;61;0;0.644407065;5944;11;0;1;0;2
"92147";0;0.934956405;50;0;0.249711575;7800;9;0;1;0;2
"68868";0;0.988585923;24;0;0.041991602;3333;2;0;0;0;0
"74070";0;0.763758747;55;0;0.948800738;2167;6;0;2;0;0
"63786";0;0.504481616;59;0;0.691609977;4850;9;0;3;0;0
"31894";0;0.578746707;33;0;0.538288947;10250;14;0;2;0;1
"60224";0;0.530232997;27;0;0.069638866;8500;12;2;0;0;0
"3455";0;0.9999999;60;0;0.122324816;13970;3;0;1;0;0
"45478";0;0.341420015;61;0;0.290639545;5800;9;0;2;0;0
"52793";0;0.057909824;66;0;0.434689507;1400;6;0;0;0;0
"32973";0;0.555444555;26;0;0.012933568;1700;2;0;0;0;0
"140638";0;0.908026472;43;0;0.898951138;3908;12;0;1;0;3
"64427";0;0.9999999;69;0;0.705907173;2369;8;0;1;0;0
"28537";0;0.510404737;44;1;1.452868474;5420;8;0;3;0;1
"142361";0;0.984308131;41;1;0.180372558;2200;3;0;0;0;3
"126110";0;0.049765368;62;0;0.811750231;3250;13;0;2;0;0
"125036";0;0.841413978;46;1;0.481799719;6400;11;0;2;1;2
"108639";0;0.9999999;62;0;0.04505773;3550;0;0;0;0;0
"48622";0;0.597933571;59;0;0.535642368;12414;16;0;2;0;2
"61620";0;0.023687917;63;0;0.126041602;16200;8;0;1;0;0
"833";0;0.001876594;79;0;0.01332778;2400;10;0;0;0;0
"117337";0;0.9999999;42;0;1.383107089;1988;3;0;1;0;2
"146408";0;0;37;0;0.226088696;20000;7;0;2;0;0
"118520";0;0.040065776;37;0;0.31518228;6500;8;0;2;1;0
"85990";0;1.099800399;34;1;0.206357344;3900;4;1;0;0;1
"34609";0;0.202154488;47;1;0.463845655;6167;9;0;1;0;2
"23078";0;0.169751783;56;0;0.302715699;18300;6;0;1;0;0
"102924";0;0;54;0;0.440747936;8235;8;0;2;0;0
"122534";0;0.173150016;32;0;0.160881175;4493;14;0;0;0;0
"105922";0;0.017240573;57;0;0.604348913;4000;8;0;1;0;0
"91548";1;1.004029779;47;2;0.296783869;6000;3;1;0;0;2
"94617";0;0.004255756;63;0;0.454424263;6000;21;0;1;0;0
"79094";0;2175;51;0;0.421989721;5447;4;0;1;0;0
"19082";0;0.041263916;54;0;0.002879539;6250;1;0;0;0;0
"80452";0;0;66;0;0.268117101;6250;7;0;0;0;0
"120723";0;0.260223987;61;0;0.432162239;3500;14;0;0;0;0
"17962";0;0.942483972;63;1;0.708249018;8400;12;0;1;0;0
"2136";0;0.287522654;39;2;0.634727545;6000;19;0;1;0;2
"71533";0;0.063639572;54;0;0.344086022;1394;3;0;0;0;1
"81931";0;0.077000184;55;0;0.36063333;8778;11;1;1;0;0
"37816";0;0.161686286;47;0;7331;0;23;0;1;0;2
"85070";0;0.9999999;64;0;0.159335589;3250;2;0;0;1;0
"47834";0;0.221030494;47;0;0.267415518;10593;7;0;2;0;2
"4755";0;0.781846288;36;0;0.313879823;10417;7;0;1;0;3
"43504";0;0.027953487;74;0;0.346326837;2000;13;0;1;0;0
"32841";0;0.516816066;81;0;0.518400727;2200;13;0;0;0;0
"124504";0;0.146347967;38;0;0.027707505;8300;12;0;0;0;1
"39014";0;0.000679986;50;0;0.000184604;5416;3;0;0;0;0
"70936";0;0.002370677;72;0;0.354409318;600;9;0;1;0;0
"33126";0;0.233833888;45;0;0.130703508;5500;10;0;0;0;1
"54915";0;0.002469377;88;0;0.000792812;3783;5;0;0;0;0
"45070";0;0.984507746;38;0;0.191292424;8750;5;0;2;0;2
"83013";0;0.093584581;64;0;0.681263747;5000;18;0;2;0;2
"53801";0;0.433637662;30;0;0.227060653;2571;8;1;0;0;0
"66752";0;0.069172504;76;0;0.318157472;3733;13;0;1;0;0
"39733";0;0.173667303;52;0;0.432751678;3724;8;0;1;0;2
"21213";0;0.505690884;61;1;0.467271031;7500;15;0;0;0;0
"104527";0;0.029645315;39;0;0.004686036;3200;1;0;0;0;2
"98220";0;0.107041581;41;0;2.823627288;600;6;0;1;0;2
"141183";0;0.473639797;54;0;0.39080863;5700;12;0;2;0;0
"108023";0;0.01179941;83;0;0.004372267;1600;2;0;0;0;0
"45490";0;0.174733436;69;0;0.337706967;3200;12;0;1;0;0
"10852";0;0.189145638;61;0;0.263445953;9500;21;0;2;0;0
"77201";0;0.004585497;53;1;0.644673006;5152;13;0;2;0;0
"43700";0;0.021079984;63;0;0.433583312;11600;8;0;2;0;0
"125992";0;0.041497406;45;0;0.302441838;5200;9;0;1;0;2
"20525";0;0.1443438;58;0;1.193323551;2725;27;0;3;0;0
"28239";0;0.107747007;47;0;0.401622042;9000;6;0;2;0;2
"138743";0;0.019396475;45;0;0.165757906;1833;6;0;0;0;0
"69574";0;0.042552397;62;0;0.276386181;20000;14;0;2;0;2
"52212";0;0.125485275;36;0;572;0;4;0;0;0;0
"75874";0;0.698577142;25;0;0.355214928;3000;4;0;0;1;1
"31181";0;0.049185963;39;0;0.413884007;2275;6;0;1;0;0
"108113";1;0.9999999;38;0;0.202499362;3920;7;1;0;1;1
"98788";0;0.068783415;57;0;0.326778836;14798;11;0;2;0;0
"19757";0;0.591636735;48;0;1326.5;1;7;0;1;0;1
"148930";0;0.399438375;61;0;0.865556217;1680;6;0;0;0;0
"117879";0;0.404603469;45;0;0.819477874;5400;9;0;2;0;1
"9566";0;0.776384701;28;2;0.03669957;3950;3;0;0;1;3
"91820";0;0.445787806;54;1;0.257805867;10600;19;0;1;0;1
"20161";0;1.007132668;27;0;0.404624277;864;5;0;0;0;0
"2298";0;0.080634898;48;0;0.131345763;10833;5;0;2;0;4
"27744";0;0.139638238;58;0;0.018195896;5165;2;0;0;0;2
"101631";0;0.9999999;49;0;0.155084492;10000;3;0;1;0;0
"130803";0;0.470399461;46;0;0.917290108;2405;11;0;0;0;0
"12520";0;0.146217076;51;0;0.139408043;13750;9;0;1;0;3
"14355";0;0.435273116;83;0;0.530937141;6092;22;0;1;0;1
"86800";1;0.859407305;43;0;0.216956683;2700;5;0;0;0;0
"60715";0;0.044176569;32;0;0.438116449;3142;11;0;1;0;0
"132655";0;0.118801576;56;0;0.108271892;9900;7;0;1;0;1
"86084";0;0.11413392;33;1;0.073366834;2984;6;0;0;0;0
"55459";0;0.167166687;44;0;0.499511337;10231;12;0;3;0;2
"120675";0;0.9999999;56;4;0.287645974;4880;7;2;0;1;3
"2820";0;0.04093976;65;0;0.196340183;6666;7;0;1;0;0
"34749";0;0;62;0;0;9606;10;0;0;0;0
"66863";0;0.994101455;51;1;0.599061416;4900;9;0;1;0;2
"58453";0;0.966414062;47;0;4.544982007;2500;9;0;4;0;1
"85647";0;0.054550009;73;0;0.161116323;4263;9;0;1;0;0
"54843";0;0.458607914;64;1;0.132348446;9814;9;0;0;0;1
"92077";0;0.47422431;36;0;0.170348772;8916;11;0;0;0;3
"96588";0;0.031937001;56;0;0.266334046;8417;10;0;1;0;3
"81561";0;0.760737081;53;0;5264;0;20;0;2;0;0
"42197";0;0.024955625;49;0;0.763809048;4000;12;0;2;0;1
"95815";0;0.854791299;35;0;0.018611111;3599;6;1;0;0;0
"148371";0;0.001754324;80;0;0.307320219;3100;4;0;2;0;0
"108844";0;0.259561703;65;0;0.376507196;2570;15;0;0;0;0
"109337";0;0.598961392;47;0;1.127360237;2700;12;0;1;0;0
"111867";0;0.29630264;35;0;0.346430714;6667;17;0;2;0;2
"112915";0;0.043590564;78;1;0.146463384;4000;9;0;1;0;0
"3944";0;0.51176651;55;0;0.711400529;5297;12;0;2;0;0
"62586";0;0.68289638;23;0;0.005485087;2916;1;0;0;0;0
"51380";0;0.164212911;51;0;0.375193199;2587;7;0;0;0;0
"139719";0;0.032406897;53;0;0.295410229;13333;9;0;1;0;0
"11838";0;0.986957939;28;0;0.098515031;2760;2;0;0;0;0
"84971";0;0.453149815;45;0;0.240980197;11058;7;0;1;0;2
"130958";0;0.697800066;48;0;3.085571518;1600;7;0;2;0;2
"55828";0;0.049398353;48;0;0.317775724;12983;8;0;1;0;2
"11916";0;0.972735807;68;1;0.919791026;3253;11;0;1;0;0
"87945";1;0.752428795;33;0;0.473365022;6100;11;0;2;0;0
"148976";0;0.139889079;48;1;0.229094428;12400;15;0;2;0;0
"74395";0;0.573724845;37;0;0.764705882;2600;4;1;1;0;0
"112515";0;0.078357201;40;0;0.342655145;6364;9;0;1;0;0
"91590";0;0.867781451;43;0;1.456887299;2794;5;0;2;0;0
"26302";0;0.04116996;59;0;0.678116094;6666;15;0;1;0;0
"62646";0;0.237644059;36;0;0.120629312;30000;10;0;1;0;3
"146381";0;0.079014426;54;0;0.13174283;11400;14;0;2;0;2
"105920";0;0.062767958;54;0;0.177861832;23000;12;0;2;0;2
"112446";0;0.036548173;65;0;0.18956743;5501;3;0;1;0;1
"133189";0;0;31;0;0.322546698;3800;2;0;1;0;1
"32311";0;0.161908583;40;1;0.297881795;6750;6;0;1;0;3
"111278";0;0.256644736;58;0;0.556070704;3450;12;0;1;0;0
"47042";0;0.088173802;36;0;0.373897707;1700;8;0;0;0;2
